BUSAGE,BUSTYPE,MAXLINEUTIL,DAYSDELQ,TOTACBAL,DEFAULT
36,B,0.9921,0,49607.73,N
33,A,0.9922,0,49611.37,N
120,D,0.9922,0,49611.97,N
67,A,0.4817,0,49618.91,N
195,D,0.8272,0,49632.05,N
59,A,0.9768,0,49636.27,N
70,A,0.6163,0,49648.3,N
57,A,0.9929,0,49648.62,Y
125,D,0.993,0,49652.52,N
59,A,0.9932,0,49661.32,Y
93,B,0.4966,0,49663.92,N
80,B,0.9932,0,49664.32,N
33,A,0.9933,0,49668.04,N
60,D,0.4967,0,49676.73,N
67,A,0.6623,0,49677.83,N
196,A,0.9936,0,49681.1,N
85,A,0.9936,0,49681.83,N
150,A,0.4968,0,49686.25,N
123,B,0.9917,0,49690.22,N
27,A,0,0,49704.15,N
236,B,0.9942,0,49711.34,N
289,C,0.6373,0,49712.02,N
212,B,0,0,49717.74,N
48,B,0.9945,0,49729.95,N
24,C,0.9949,0,49745.03,N
83,B,0.951,0,49756.05,N
115,A,0.9047,0,49761.72,N
60,B,0.9952,0,49763.96,N
163,A,0.9955,0,49779.04,N
97,A,0.9956,0,49782.51,Y
114,A,0.9957,0,49785.1,Y
14,D,0,0,49808.55,N
92,B,0.9962,0,49813.95,N
37,B,0.9962,0,49814.38,N
67,C,0.4981,0,49817.39,N
111,B,0.9967,0,49836.5,N
73,A,0.6645,0,49842.17,N
54,A,0.8307,0,49842.93,N
72,A,0.9968,0,49844.23,N
37,A,0.9969,0,49847.84,Y
315,A,0.6646,0,49850.93,N
43,A,0.9972,0,49864.9,Y
58,A,0.9973,0,49868.18,N
61,A,0.8311,0,49870.78,N
264,A,0.4923,0,49872.62,N
114,B,0.9975,0,49875.37,N
59,A,0.665,0,49879.48,N
69,A,0.4988,0,49881.4,N
106,A,0.9977,0,49885.46,N
60,D,0.9977,0,49889.59,N
247,A,0.8315,0,49895.61,N
196,A,0.9979,0,49896.05,N
207,A,0.9982,0,49914.62,N
48,B,0.9984,0,49921.3,N
111,A,,0,49927.56,Y
51,A,0.9986,0,49933.56,Y
56,A,0.9986,0,49934.75,N
108,A,0.9987,0,49935.43,N
81,A,0.8648,0,49936.68,N
49,C,0.8323,0,49940.71,N
129,B,0.9989,0,49946.56,N
263,A,0.999,0,49951.23,N
217,B,0.666,0,49954.3,N
80,A,0.8327,0,49965.91,N
224,A,0.9993,0,49968.28,N
157,A,0.9994,0,49970.63,N
171,A,0.9995,0,49976.34,Y
56,A,0.9995,0,49977.14,N
67,D,0.9996,0,49979.75,N
32,B,0.9743,0,49987.73,Y
55,A,0.6665,0,49990.15,N
45,A,0.9998,0,49994.63,Y
45,A,1,0,50000.3,Y
100,D,0.6666,0,50000.33,N
66,A,1,0,50003.13,Y
128,A,1.0001,0,50007.65,N
53,A,0.6667,0,50009.48,N
277,A,0.5001,0,50011.07,N
90,A,0,0,50014.25,N
53,A,1.0003,0,50016.93,N
47,B,0.8336,0,50020.75,N
444,D,0.6834,0,50027.64,N
279,A,0,0,50027.7,N
22,A,1.0007,0,50036.5,N
55,A,0.9736,0,50047.59,Y
36,C,1.001,0,50052.68,N
107,A,0.8342,0,50056.26,N
45,A,0.6677,0,50080.93,N
309,C,0.9105,0,50081.53,N
77,A,1.0016,0,50082.79,N
175,A,0.962,0,50093.22,N
176,B,0.501,0,50105.42,N
29,D,1.0022,0,50111.48,Y
61,B,1.0022,0,50111.75,N
56,A,1.0024,0,50121.62,Y
158,A,1.0024,0,50122.44,N
79,B,1.0025,0,50129.07,Y
42,B,0.6683,0,50129.4,N
89,A,0.8355,0,50132.11,N
60,A,1.0027,0,50135.3,N
95,A,0.7713,0,50136.76,N
213,A,1.1143,0,50147.59,N
86,B,0.8088,0,50148.36,N
397,B,1.0032,0,50161.65,N
32,A,1.0032,0,50161.86,N
190,A,1.0033,0,50166.82,N
14,A,0.5017,0,50176.18,N
221,D,0.8365,0,50190.52,N
19,C,1.0038,0,50191.27,N
104,B,,0,50195.67,N
46,B,1.0039,0,50198.59,N
30,C,0.6693,0,50200.7,N
156,C,1.0041,0,50204.5,Y
244,A,1.0041,0,50209.26,N
156,B,1.0042,0,50210.88,N
179,B,1.0043,0,50216.69,N
44,A,1.0043,0,50218.98,N
48,A,0.8371,0,50231.44,N
162,D,1.0048,0,50233.89,N
269,A,0.8373,0,50240.52,N
60,A,1.0048,0,50241.23,N
57,A,1.1164,0,50242.17,N
66,B,0.9682,0,50244.81,Y
35,A,1.0049,0,50245.68,N
126,B,0.8375,0,50254.02,N
100,D,1.0044,0,50265.74,N
104,A,0.5182,0,50266.64,N
21,C,0.8604,0,50275.81,N
138,B,1.0056,0,50282.33,N
369,B,1.0056,0,50283,Y
76,B,0.5028,0,50286.81,N
74,A,1.0058,0,50291.01,N
217,D,1.0058,0,50292.87,Y
104,B,1.0058,0,50293.5,N
76,A,1.0058,0,50293.86,N
95,B,0.9207,0,50303.62,N
170,A,1.0062,0,50311.27,N
131,A,1.0062,0,50312.14,N
139,A,0.5264,0,50312.23,N
48,C,0,0,50312.6,N
57,A,1.0063,0,50317.92,Y
59,A,0.9997,0,50319.83,Y
155,A,1.0065,0,50325.18,N
25,A,1,0,50326.87,Y
44,A,1.0065,0,50327.91,N
83,A,1.0065,0,50329.66,N
83,A,1.0066,0,50330.37,N
37,A,1.0066,0,50331.1,Y
62,A,1.0067,0,50335.39,N
50,A,0.5033,0,50336.13,N
176,A,1.0068,0,50343.07,Y
77,B,1.0071,0,50355.62,Y
28,D,0.6714,0,50362.02,N
48,A,0.575,0,50364.95,Y
73,A,1.0073,0,50366.07,N
66,A,1.008,0,50404.15,Y
188,B,0.84,0,50405.78,N
75,B,1.0081,0,50408.23,N
135,B,0,0,50410.81,N
14,A,1.0085,0,50429.36,N
40,A,0.6724,0,50435.59,N
51,A,0.6724,0,50436.18,N
42,A,0.8407,0,50442.05,N
168,A,1.0089,0,50449.93,N
123,A,0.6727,0,50453.2,N
71,B,1.0091,0,50456.21,N
160,B,0.841,0,50462.9,N
127,A,1.0093,0,50466.19,N
216,A,,0,50466.49,Y
91,A,0.9176,0,50472.23,N
120,A,0.9523,0,50473.13,Y
47,A,0.8414,0,50487.21,N
55,B,1.0098,0,50490.96,Y
103,A,0.9186,0,50523.27,N
213,B,0.8423,0,50542.31,N
350,A,0.7221,0,50548.6,N
63,A,1.011,0,50552.16,Y
414,C,0,0,50555,N
79,A,0.8426,0,50559.72,N
71,A,1.0114,0,50571.03,N
36,A,1.6858,0,50576.54,N
102,B,1.0115,0,50577.09,N
36,D,0.7114,0,50583.86,N
127,A,0.5058,0,50586.06,N
263,C,1.1159,0,50588.11,N
105,A,0.5059,0,50599.51,N
161,B,1.012,0,50600.02,Y
223,B,0.506,0,50604.05,N
112,A,0.506,0,50605.33,N
184,A,0.5062,0,50620.04,N
52,A,0.8438,0,50629.52,N
36,A,0.9207,0,50639.46,Y
99,A,1.0128,0,50642.9,N
56,A,1.2661,1,50647.22,N
42,A,0.6754,0,50656.41,N
18,D,1.0132,0,50664.32,N
395,A,0.5067,0,50670.82,N
75,B,0.8445,0,50671.41,N
64,A,1.0135,0,50676.72,Y
150,A,0.6757,0,50679.18,N
66,A,0.8005,0,50698.28,N
354,A,0.7243,0,50704.63,N
45,D,0.8451,0,50710.24,N
71,B,0.8451,0,50710.89,N
99,A,0.8453,0,50722.33,N
862,A,0.5228,0,50731.44,N
36,B,0.7247,0,50735.57,N
87,D,1.0076,0,50738.78,N
47,D,0.5077,0,50776.12,N
189,A,0,0,50782.6,N
37,A,0.8465,0,50791.8,N
76,A,0.8465,0,50793.24,N
58,A,1.0158,0,50794.52,Y
555,B,0.508,0,50800.4,N
40,A,1.0161,0,50808.09,Y
82,A,0.6778,0,50838.93,N
67,A,0.8475,0,50855.86,Y
41,D,1.0171,0,50859.57,N
261,B,0.8481,0,50886.28,N
121,A,0.8483,0,50899.45,N
80,B,1.0183,0,50916.08,Y
63,D,0.8489,0,50939.45,N
51,A,0.8494,0,50968.83,Y
104,C,0.7846,0,51000.52,N
68,A,1.02,0,51003.01,N
66,B,0.6802,0,51015.62,N
90,A,0.6805,0,51038.35,N
481,A,0,0,51047.82,N
231,C,0.8508,0,51052.35,N
35,B,0.8515,0,51092.9,N
83,A,1.0222,0,51111.99,Y
35,A,0.9294,0,51120,N
238,C,0.8527,0,51166.96,N
185,C,1.0237,0,51185.87,N
118,A,0.8531,0,51188.88,N
126,A,0.8532,0,51192.39,N
55,A,0.6909,0,51197.25,N
63,A,0.6827,0,51204.37,N
53,A,0.8536,0,51221.02,Y
132,D,0.6831,0,51234.59,N
185,A,0.5125,0,51256.91,Y
44,A,1.0251,0,51257.76,N
159,B,0.8544,0,51268.76,N
12,D,0.855,0,51300.59,N
455,D,0.6447,0,51315.24,N
58,B,0.8555,0,51331.45,N
98,B,0.8555,0,51335.18,N
169,A,0.856,0,51364.36,N
152,D,0.6851,0,51388.68,N
56,A,1.021,0,51404.29,Y
256,A,0.514,0,51404.49,N
199,B,0.8568,0,51411.36,N
131,A,0.8569,0,51414.35,N
224,A,0.5141,0,51418.91,N
289,A,0.858,0,51481.92,N
103,D,0.515,0,51504.76,N
48,A,0.8585,0,51512.61,N
62,A,0.9369,0,51532.93,Y
71,A,0.5153,0,51535.76,N
41,A,0.5154,0,51540.33,N
64,A,0.8815,0,51571.37,N
30,A,0.5157,0,51576.33,N
72,B,0.8603,0,51618.55,N
231,A,1.0328,0,51640.01,N
24,A,1.0329,0,51647.35,N
13,A,0.6888,0,51662.54,N
66,A,0.689,0,51679.7,Y
53,C,1.0336,0,51680.48,Y
82,A,0.6891,0,51688.53,N
91,A,0.5169,0,51696.06,N
111,A,1.0341,0,51707.49,N
128,A,1.0345,0,51726.61,N
313,C,1.2936,0,51743.99,N
257,A,0,0,51787.11,N
97,A,0.8631,0,51788.71,N
395,B,0.6907,0,51808.14,N
14,D,1.0361,0,51809.11,N
200,A,0.7971,0,51814.19,N
60,A,0.8636,0,51816.32,N
266,C,0.7404,0,51829.55,N
239,A,0.6913,0,51853.19,N
49,A,0.8644,0,51866.04,Y
133,B,0.8648,0,51889.61,N
57,A,1.0378,0,51891.16,N
50,A,0.9611,0,51900.17,N
175,C,0.8651,0,51911.33,N
78,A,0.7448,0,51914.55,N
77,A,0.6922,0,51921.37,N
41,A,0.5193,0,51934.9,N
227,A,0.6925,0,51943.94,N
79,A,0.8659,0,51954.53,N
283,A,0,0,51978.64,N
49,A,0.8663,0,51983.45,N
102,A,0.5198,0,51987.74,N
274,A,0.5199,0,51990.1,N
80,B,1.0406,0,52031.79,Y
90,D,0.694,0,52054.63,N
105,A,0.5786,0,52079.93,N
24,A,1.7361,0,52082.61,N
161,D,0.8839,0,52085.94,N
111,A,0.8682,0,52095.91,N
60,A,0,0,52112.11,N
216,A,0.66,0,52115.57,N
45,A,0.5486,0,52122,N
184,D,0.5724,0,52130.61,N
60,A,0.5213,0,52138.15,N
429,B,0.4706,0,52160.98,N
33,B,0.8696,0,52179.79,N
87,B,0.6957,0,52182.31,N
254,A,0.9489,0,52191.69,N
36,A,0.87,0,52202.38,N
77,D,0.5221,0,52210.29,N
78,A,0.8703,0,52218.3,N
330,A,0.9496,0,52230.51,N
54,A,0.9491,0,52246.73,N
133,A,0.697,0,52277.98,N
35,A,0.6971,0,52289.15,N
55,A,0.6973,0,52302.89,N
127,A,0.9514,0,52303.22,N
62,A,0.5811,0,52303.82,N
45,A,0.523,0,52307.13,N
206,A,0,0,52316.23,N
69,A,0.9512,0,52320.01,N
112,A,0.5234,0,52345.59,N
213,B,0.8724,0,52346.65,Y
85,A,0.8725,0,52351.41,N
63,C,0.5235,0,52359.12,N
100,A,0.5236,0,52362.71,N
59,B,0.8728,0,52372.24,N
78,C,0.6552,0,52418.5,N
182,A,0,0,52440.48,N
50,A,0.8741,0,52447.32,N
109,A,0.8742,0,52456.8,N
60,B,0.6996,0,52472.04,N
195,A,0,0,52476.33,N
390,A,0.7497,0,52479.4,N
14,A,1.0499,0,52495.94,N
184,B,0.8753,0,52520.47,N
340,B,0.5256,0,52563.22,N
41,A,0.7008,0,52565.61,N
118,A,1.0513,0,52567.72,N
180,D,0.5257,0,52570.55,N
75,A,0.8762,0,52575.36,N
51,B,0.5657,0,52580.01,N
56,A,0.8763,0,52581.07,N
74,A,0.8763,0,52583.5,N
52,A,0.7721,0,52589.44,N
52,B,0.8765,0,52595.85,N
49,B,0.526,0,52600.32,N
54,A,0.5058,0,52623.84,N
129,A,0.8773,0,52643.61,N
37,A,0.8776,0,52659.58,N
44,B,0.9575,0,52663.01,N
38,A,0.5267,0,52675.85,N
67,A,0.8779,0,52678.97,N
63,B,0.527,0,52709.9,N
172,B,0.8786,0,52717.58,N
40,C,1.0544,2,52724.37,N
256,A,0.7031,0,52736.53,N
84,B,0.7032,0,52742.52,N
141,A,0,0,52778.63,N
182,A,0,0,52791.06,N
44,A,0.8125,0,52817.91,N
53,A,0.8805,0,52830.16,N
37,B,0.7373,0,52847.88,N
37,A,1.0581,0,52905.14,N
330,A,0.8822,0,52937.48,N
101,A,0,0,52947.74,N
283,B,0.5294,0,52949.07,N
40,B,1.059,0,52954.3,Y
184,A,0.5295,0,52956.12,N
56,A,0.8827,0,52964.12,N
12,C,1.0593,0,52966.92,N
67,C,0.6622,0,52981.52,N
41,A,0.8834,0,53009.94,Y
491,A,1.0395,0,53018.09,N
70,A,0.7069,0,53024.35,N
80,A,0.707,0,53028.98,N
262,C,0.8843,0,53063.04,N
61,A,0,0,53083.99,N
37,A,0,0,53098.46,N
116,A,0.5312,0,53126.75,N
101,A,0.7085,0,53141.69,N
212,A,0.8863,0,53178.82,Y
64,B,0.7091,0,53184.44,Y
54,A,0.8815,0,53190.07,Y
69,B,0.88,0,53203.09,N
226,C,0.8872,0,53233.35,N
97,A,0.7607,0,53252.34,N
417,A,0.71,0,53254.06,N
61,A,0.7615,0,53305.01,N
212,B,0.5331,0,53314.65,N
576,C,0.5332,0,53324.84,N
50,B,0.7111,0,53339.64,N
70,A,0,0,53340.61,N
160,A,0.5928,0,53353.04,N
41,A,0.9881,0,53357.75,N
57,B,0.622,0,53361.73,N
249,A,0.5336,0,53363.61,N
31,A,0.7117,0,53378.92,N
92,D,0.5338,0,53380.19,N
67,A,0.7117,0,53383.08,N
18,A,0.8215,0,53397.9,N
611,B,0,0,53408.16,N
35,B,0.7122,0,53420.16,Y
103,A,0.5343,0,53438.34,N
109,C,,0,53449.53,N
368,C,0.6681,0,53454.48,N
111,C,0.7127,0,53454.75,N
89,A,0.891,0,53461.8,N
135,A,0.5346,0,53461.89,N
82,A,0.7128,0,53466.78,N
141,A,0,0,53471.82,N
59,A,0.7129,0,53473.27,N
57,B,0.892,0,53524.43,N
24,A,0.8922,0,53534.42,N
58,A,0.7138,0,53535.04,N
305,B,0.8923,0,53540.93,N
37,A,0.7651,0,53559.98,N
49,B,0.5356,0,53563.24,N
24,A,,,53572.01,N
74,A,0.8931,0,53591.97,N
159,A,0.8933,0,53598.77,N
145,A,0.8939,0,53634.35,N
192,B,0.5365,0,53657.86,N
499,C,0.9659,0,53681.46,N
68,B,0.8963,0,53782.9,N
12,B,0.9395,0,53788.53,N
38,A,0.8965,0,53790.77,Y
75,A,0.8339,0,53807.43,N
49,A,0.5381,0,53814.4,N
184,A,0.8972,0,53835.18,N
55,D,0.9791,0,53855.83,N
75,A,0.8975,0,53855.96,N
119,C,0.718,0,53857.29,N
305,A,0.7181,0,53858.97,N
137,A,0.7181,0,53864.87,N
49,B,0.5387,0,53874.47,N
68,B,0.8979,0,53875.55,N
95,B,0.677,0,53879.74,N
35,A,0.5442,0,53884.58,N
88,A,0.898,0,53884.8,N
20,A,1.0777,0,53885.33,N
378,B,0.6194,0,53893.99,N
185,A,0.8994,0,53968.84,N
86,A,0.9001,0,54008.49,N
101,D,0.6001,0,54016.04,N
56,A,0.9793,0,54017.62,N
47,A,0.9822,0,54022.09,N
49,A,0.9005,0,54033.65,N
38,B,0.9006,0,54039.44,N
15,D,0.5404,0,54044,N
45,B,0.7207,0,54057.38,N
12,B,1.0811,0,54058.22,N
59,A,0,0,54064.25,N
75,C,0.6761,0,54094.32,N
53,B,0.9015,0,54095.05,N
39,A,0.9017,0,54104.19,N
255,A,0,0,54105.87,N
43,B,0.7214,0,54106.69,N
79,A,0.902,0,54122.66,N
60,A,0.9024,0,54145.07,N
459,B,0.5414,0,54145.44,N
61,A,0.9029,0,54177.03,N
91,A,0.9034,0,54204.47,N
209,D,0.9035,0,54215.3,N
52,A,0.9036,0,54219.58,N
68,A,0.9038,0,54228.63,N
71,A,0.5422,0,54229.11,N
71,A,0.904,0,54244.04,N
92,D,0.9519,0,54261.2,Y
80,A,0.7235,0,54265.53,N
36,C,0.9045,0,54271.54,N
509,B,0.5427,0,54273.63,N
127,C,1.0858,0,54292.12,N
43,C,0.905,0,54300.7,N
76,A,0.9894,0,54325.08,N
373,A,0.5433,0,54333.14,N
225,B,0.906,0,54365.61,N
196,C,1.0873,0,54368.17,N
99,A,0.5441,0,54415.6,N
138,D,0.6803,0,54425.29,N
146,A,0.5442,0,54427.57,N
243,C,0.6047,0,54430.13,N
110,A,0.7258,0,54440.49,N
106,A,0.5444,0,54445.53,N
78,A,0.9077,0,54463.4,N
296,B,0.5446,0,54467.84,N
69,A,0.7262,0,54469.63,N
107,B,0,0,54476.02,N
36,D,0.5508,0,54518.29,N
56,B,0,0,54522.41,N
107,A,0.8388,0,54526.69,N
92,A,0.7271,0,54539.25,N
36,B,0.7273,0,54554.34,N
46,A,0.7275,0,54567.26,N
67,A,0.7276,0,54574.52,N
177,A,0.8402,0,54596.04,N
12,C,0.7281,0,54611.86,N
137,A,0.5464,0,54643.8,N
207,D,0.5465,0,54653.39,N
139,C,0.9112,0,54677.05,N
223,A,0.9218,0,54692.81,N
161,A,0.5469,0,54693.07,N
37,C,0.9116,0,54697.99,N
376,D,0.5472,0,54721.67,N
41,A,0.9125,0,54753.56,N
36,A,0.6442,0,54759.14,N
74,A,0.9967,0,54819.49,N
37,C,0.731,0,54830.51,N
42,A,0.645,0,54830.98,N
47,B,0.9139,0,54836.48,N
243,A,0.7312,0,54840.55,N
555,D,0.5484,0,54845.64,N
43,B,0.9142,0,54851.53,N
137,A,0.7315,0,54865.31,N
108,A,0.998,0,54894.16,N
253,B,0.549,0,54903.67,N
57,A,0.6134,0,54907.5,N
149,A,0.549,0,54909.73,N
144,A,0.7321,0,54910.25,N
37,A,0.7321,0,54911.75,N
52,D,0.5491,0,54913.38,N
364,A,0,0,54927.48,N
35,B,0.9155,0,54932.67,N
53,A,0.9156,0,54940.35,N
36,B,0.7327,0,54959.06,Y
48,A,0.7328,0,54963.9,N
91,A,0.9167,0,55007.37,N
68,A,1.1001,0,55008.62,N
60,B,0.9168,0,55013.44,N
132,B,0.5501,0,55017.93,N
68,B,0.5504,0,55042.24,N
328,C,0.734,0,55056.71,N
32,A,0.7492,0,55069.7,N
140,C,0.7344,0,55086.07,N
217,D,0.4659,0,55088.98,N
45,B,0.9184,0,55105.51,N
36,B,0.9124,0,55113.94,Y
88,B,0.9185,0,55115.16,Y
198,B,0.7349,0,55118.49,N
58,A,1.1034,0,55173.75,N
49,A,0.9198,0,55191.6,N
78,A,0.5521,0,55217.53,N
67,A,0.6902,0,55220.2,N
448,A,0.5522,0,55227.52,N
88,B,0.5523,0,55235.26,N
39,A,0.7365,0,55243.06,N
271,B,0.5525,0,55258.03,N
104,A,0.9211,0,55270.2,N
87,A,0.5528,0,55280.4,N
76,B,0.8506,0,55290.34,N
70,B,0.7373,0,55302.17,N
25,C,0.7263,0,55321.5,N
172,D,0.9224,0,55346.89,N
24,A,0,0,55360.83,N
103,A,0.5656,0,55429.18,N
109,A,0,0,55434.58,N
470,D,0.5545,0,55452.6,N
151,B,1.0085,0,55469.94,Y
290,B,0.6581,0,55538,N
36,A,0.926,0,55565.21,N
19,A,1.1119,0,55595.63,N
69,B,0.9269,0,55614.41,Y
79,A,0.9269,0,55618.24,N
130,A,0.7417,0,55630.13,N
84,B,0.7419,0,55648.42,N
56,A,0.9275,0,55654.86,N
214,B,0.9318,0,55658.82,N
35,B,0.5568,0,55684.31,N
76,A,0.9232,0,55726.25,Y
39,A,0.5572,0,55726.89,N
79,A,0,0,55739.8,N
36,C,1.115,0,55752.37,N
27,A,0.9292,0,55753.55,N
88,A,0.8022,0,55766.86,N
111,A,0.7441,0,55809.96,N
166,A,0.5581,0,55811.03,N
80,B,0.9303,0,55823.16,N
251,A,0,0,55842.32,N
34,A,0.9308,0,55850.03,N
47,B,0.6282,0,55854.27,N
66,B,0.7449,0,55867.85,N
114,C,0.9314,0,55886.36,N
176,A,0.9314,0,55889.73,N
126,A,0.7987,0,55909.19,N
48,A,0.7455,0,55914.51,N
94,A,0.5594,0,55948.27,N
417,A,0.7463,0,55977.5,N
205,A,0.5771,0,55979.58,N
208,B,0.5601,0,56010.6,N
140,A,0.8862,0,56053.39,N
37,A,0.9286,0,56059.39,Y
348,B,0.7007,0,56060,N
51,A,0.9343,0,56061.43,N
159,A,0.7012,0,56102.88,N
164,A,0.8471,0,56137.38,N
134,B,0.8029,0,56203.27,Y
99,A,0.7494,0,56205.04,N
28,B,0.9529,0,56218.92,N
155,B,0.5622,0,56229.2,N
36,A,0.9375,0,56252.34,N
153,A,0.7036,0,56289.8,N
100,A,0.9706,0,56298.34,N
170,A,0.5631,0,56313,N
212,D,0.9385,0,56314.87,N
46,A,0.831,0,56348.73,N
83,B,0.9394,0,56369.83,N
30,A,1.098,0,56388.26,Y
55,A,0.9398,0,56393.07,N
36,A,0.9399,0,56394.14,N
36,A,0.6143,0,56399.6,N
50,A,0.564,0,56407.18,Y
58,D,0.9406,0,56438.21,N
163,C,0.7527,0,56453.83,N
48,A,0.8689,0,56483.12,N
66,A,0.9417,0,56504.95,N
145,A,0.5654,0,56545.83,Y
296,C,0.8078,0,56547.69,N
126,B,0.8317,0,56560.89,Y
66,D,0.7544,0,56584.62,N
36,A,0.5839,0,56597.03,N
138,A,0.9434,0,56604.08,N
185,A,0.755,0,56626.51,N
60,A,0,0,56645.43,N
36,A,0.9441,0,56650.16,Y
121,A,0.8151,0,56650.57,N
181,A,0.5666,0,56660.82,N
146,A,0.9444,0,56666.49,N
97,A,0.9447,0,56686.24,N
384,B,0.9245,0,56690.18,N
160,B,0.6672,0,56715.76,N
76,A,0.9419,0,56719.04,Y
132,A,0.9455,0,56730.07,N
186,A,0.6918,0,56735.28,N
93,A,0.5674,0,56749.22,N
91,C,0.873,0,56749.71,N
48,D,0,0,56777.22,N
175,A,0.8966,0,56813.86,N
187,D,0.8602,0,56838.57,N
529,B,0.5687,0,56870.23,N
95,A,0.9491,0,56948.53,N
281,A,0.8763,0,56963.92,N
48,A,0.5746,0,56970.68,N
451,A,0.7596,0,56972.25,N
42,A,0,0,56979.07,N
206,B,0,0,56988.03,N
165,A,1.3253,0,56990.22,N
55,A,0.5811,0,56990.41,N
194,C,0.6332,0,56992.66,N
171,A,0.9498,0,56992.7,N
53,A,0.9499,0,56997.3,N
75,A,0.95,0,57005.98,N
77,A,0.9504,0,57025.63,Y
16,A,0.5702,0,57027.2,N
48,A,0.7803,0,57109.56,N
101,A,0.8786,0,57113.78,N
106,A,0.5713,0,57137.24,N
39,A,0.9523,0,57142.88,N
66,A,0.9528,0,57168.13,N
167,A,0.5717,0,57171.07,N
135,A,0.572,0,57209.09,N
77,A,0.8413,0,57213.62,N
151,A,0.9537,0,57223.6,N
50,A,0.9539,0,57234.89,N
337,A,0.5723,0,57235.33,N
83,B,0.9014,0,57248.41,N
55,B,0.9469,0,57254.41,Y
51,A,0.9542,0,57256.93,N
72,A,0.7638,0,57289.17,N
54,A,0.5728,0,57289.6,N
70,A,0.6095,0,57298.12,N
150,A,0.7162,0,57301.99,N
206,B,0.955,0,57302.2,N
177,A,0.764,0,57302.23,N
152,A,0.5731,0,57319.26,N
,F,0.5736,0,57369.8,N
378,D,0.5737,0,57371.24,N
26,A,0.9564,0,57384.56,N
137,A,0.9566,0,57400.86,Y
323,A,0,0,57401.46,N
374,A,0.574,0,57405.24,N
39,C,0.9571,0,57425.57,Y
73,A,1.1488,0,57440.85,N
70,A,0.718,0,57445.8,N
72,A,0.9576,0,57456.35,N
37,B,0.766,0,57457.4,N
119,D,0.7661,0,57460.85,N
167,D,0.5746,0,57462.82,N
36,A,0,0,57472.3,N
166,A,0.5748,0,57486.56,N
29,A,0.7665,0,57488.29,Y
88,A,0.9583,0,57500.94,N
46,A,0.575,0,57502.41,N
47,A,0.9587,0,57527.22,Y
82,A,0.928,0,57593.65,Y
44,A,0.9599,0,57594.84,N
32,A,0.954,0,57604.09,Y
48,B,0.8863,0,57613.18,N
76,B,1.1524,0,57623.48,N
112,B,0.7683,0,57627.81,N
101,B,0.961,0,57661.67,N
74,A,0.973,0,57676.89,Y
92,A,0.5767,0,57678.45,N
116,A,0.7691,0,57682.92,N
109,A,0.5769,0,57695.67,N
56,D,0.9617,0,57705.67,N
133,A,0.5771,0,57712.12,N
106,A,0.8368,0,57740.18,N
120,A,0,0,57758.43,N
48,A,0.9636,0,57817.75,N
163,D,0.9639,0,57837.85,N
126,A,0.9641,0,57851.27,N
50,A,0.9646,0,57881.29,Y
147,A,0.9647,0,57884.69,N
98,A,0.7718,0,57886.66,N
268,A,0.1285,0,57907.89,N
139,A,0.9654,0,57927.93,N
588,C,0.5793,0,57938.31,N
36,B,0.9658,0,57951.51,N
97,A,0,0,57981.27,N
215,C,0.5798,0,57981.69,N
330,B,0.9664,0,57985.15,N
96,A,0.9708,0,57995.84,Y
83,A,0.58,0,58003.9,N
615,D,0.9668,0,58008.77,N
197,A,0.5801,0,58019.39,N
49,B,0.9609,0,58020.53,Y
71,A,0.5802,0,58027.98,N
306,A,0.7739,0,58043.07,N
80,B,0.9679,0,58075.32,N
144,B,0.9679,0,58077.94,N
13,C,0.7746,0,58095.07,N
65,A,0.7748,0,58115.38,N
219,D,0.7749,0,58118.11,N
260,C,0.7751,0,58139.86,N
300,A,0.9917,0,58144.17,N
54,A,0.5815,0,58151.36,N
88,A,0.5815,0,58153.1,N
,F,0.5818,0,58180.28,N
250,A,0.9696,0,58180.39,N
103,C,0.8951,0,58182.05,N
80,A,0.5819,0,58192.18,N
374,B,0.582,0,58202.1,N
40,A,1.1645,0,58227.41,Y
246,B,0.9869,0,58229.33,Y
78,A,0.7765,0,58240.27,N
48,B,0.9709,0,58255.32,N
180,A,0.7768,0,58264.49,N
13,A,0,0,58274.79,N
214,B,0.6475,0,58280.51,N
141,A,0.7292,0,58340.07,N
383,A,0.5834,0,58343.27,N
115,A,0.778,0,58353.16,N
71,A,0.6483,0,58355.08,N
59,B,0.5835,0,58359.75,N
43,A,1.0065,0,58379.97,Y
156,A,0.584,0,58400.33,N
59,B,0.9677,0,58401.66,Y
87,A,0.9581,0,58408.14,N
267,A,0.5842,0,58425.42,N
151,C,0.9738,0,58428.17,N
67,A,0.7791,0,58436.49,N
125,A,0.5848,0,58484.75,N
92,D,0.5849,0,58497.24,N
75,C,0.5849,0,58497.69,N
569,D,0.5851,0,58514.08,N
54,A,0.9752,0,58515.29,Y
246,A,0.5852,0,58524.03,N
98,A,0.9756,0,58541.6,N
112,A,0.9757,0,58542.14,N
51,B,0.9759,0,58558.81,Y
113,A,0.8366,0,58564.09,N
396,B,0.9764,0,58586.47,N
217,A,0.9765,0,58595.98,N
52,D,0.9986,0,58612.08,Y
35,A,0.7818,0,58638.45,Y
64,B,1.0471,0,58643.14,Y
32,D,0.9776,0,58660.36,N
78,B,0.9777,0,58664.06,N
55,D,0.978,0,58683.25,N
62,D,0.9781,0,58686.72,N
275,A,0.7825,0,58691.34,N
