,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
4767,569855773951561728,neutral,1.0,,,Southwest,,charlesr99,,0,@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw,,2015-02-23 05:46:18 -0800,Everywhere,Atlantic Time (Canada)
2373,569241682283081728,negative,1.0,Bad Flight,1.0,United,,LisaKothari,,0,@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,,2015-02-21 13:06:07 -0800,Seattle WA,Pacific Time (US & Canada)
3881,568056439291256832,neutral,0.6567,,0.0,United,,javadogs,,0,@united did not get names...Dallas flight and Chicago,,2015-02-18 06:36:23 -0800,,
2613,568995256525398016,negative,1.0,Flight Attendant Complaints,0.6776,United,,MyFitness52,,0,"@united to Late Flight now, but in future flights, train staff better to handle emergency situations, and ground staff in Customer Service",,2015-02-20 20:46:55 -0800,Washington,Arizona
6235,568105722413649920,negative,1.0,Flight Attendant Complaints,1.0,Southwest,,Nic_L_Wright,,0,@SouthwestAir I'm sorry for straying and going with @AmericanAir I've learned my lesson. These attendants need some SW happiness!,,2015-02-18 09:52:13 -0800,Oklahoma,Mountain Time (US & Canada)
3055,568767144407789569,neutral,1.0,,,United,,Gouwerijn,,0,@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-),,2015-02-20 05:40:29 -0800,Alphen aan den Rijn,Amsterdam
8369,568435926503976960,negative,0.6801,Flight Booking Problems,0.3419,Delta,,wclsc59,,0,@JetBlue please get service started at @triflight and offer good routes lile florida upstate ny vegas etc,,2015-02-19 07:44:20 -0800,johnson city tn,
9851,569640574971715584,negative,1.0,Damaged Luggage,1.0,US Airways,,Sama53,,0,"@USAirways @AuroraBIZ check your bag, @PHLAirport bag handlers broke into my suitcase and stole my camera, bag was returned in a trash bag",,2015-02-22 15:31:11 -0800,,Eastern Time (US & Canada)
3363,568494749247778816,negative,1.0,Customer Service Issue,1.0,United,,hartgarfunkel,,0,@united I work in customer support- extremely saddened United won't waive change fee for flights I had to Cancelled Flight due to east coast storms.,,2015-02-19 11:38:04 -0800,"iPhone: 40.732048,-73.994102",Pacific Time (US & Canada)
4912,569657389722550272,negative,1.0,Lost Luggage,1.0,Southwest,,jparkermastin,,0,@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.,,2015-02-22 16:38:00 -0800,,
13395,569873993311916032,negative,1.0,Lost Luggage,0.6927,American,,GMFujarski,,0,@AmericanAir work would be much better with my lesson plans and music for my classes today.,,2015-02-23 06:58:42 -0800,,
11870,567721806040031232,negative,1.0,Cancelled Flight,0.6511,US Airways,,DaFuente,,0,"@USAirways I’ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?",,2015-02-17 08:26:40 -0800,"Atlanta, GA",Eastern Time (US & Canada)
7501,569562990250323968,negative,1.0,Customer Service Issue,0.3694,Delta,,arthurhasher,,0,@JetBlue My wife was with our dog.  They wouldn't even let her out off the plane.  My daughter was at Newburgh lives close by. So wrong,,2015-02-22 10:22:53 -0800,Long Island - Arizona ,
3434,568443923485437952,positive,1.0,,,United,,SonyaSloanMD,,0,@united #OrthoDoc on-call to in-flight! Glad to have been of service!,,2015-02-19 08:16:07 -0800,"Houston, TX, USA",Central Time (US & Canada)
9246,570030083093729280,negative,1.0,Late Flight,0.3441,US Airways,,madison_mason,,1,@USAirways I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best,,2015-02-23 17:18:57 -0800,,Central Time (US & Canada)
777,570085056401838081,negative,1.0,Lost Luggage,1.0,United,,ColtonWoytas,,0,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,,2015-02-23 20:57:23 -0800,NY,Mountain Time (US & Canada)
10809,568858696198938624,negative,1.0,Cancelled Flight,0.3442,US Airways,,CLChicosky,,0,"@USAirways I was... 4 tomorrow. I missed my meeting today, &amp; it was pointless 2 pay hotel today when the purpose of my trip has been screwed",,2015-02-20 11:44:16 -0800,,
3560,568268831228964864,negative,0.6598,Customer Service Issue,0.3608,United,,spoditrice7,,0,@united I have submitted my complaint. I need to be compensated. How long will this take?,,2015-02-18 20:40:21 -0800,CLE ,
1416,569725805066002432,negative,1.0,Lost Luggage,1.0,United,,HamborgJack,,0,@united will lose my bag but won't give me free pretzels #frauds,,2015-02-22 21:09:51 -0800,,
13916,569691389958553600,negative,1.0,Lost Luggage,1.0,American,,cbratch67,,0,@AmericanAir because you won't get our bags for us because you said they would go on to Cincinnati even though we can't. Who exactly is,,2015-02-22 18:53:06 -0800,,
12423,570192886689628160,positive,1.0,,,American,,rkflyga,,0,@AmericanAir thanks! Flight 2160 today. Great crew!,,2015-02-24 04:05:52 -0800,KFDK,Eastern Time (US & Canada)
14561,569599116403036160,negative,1.0,Late Flight,0.6424,American,,skogsbergh,,0,"@AmericanAir Not only was 5418 Late Flight, but we've been boarded and waiting for over 30min. WTF?","[32.90771571, -97.04233322]",2015-02-22 12:46:26 -0800,Lake Arrowhead,
7850,569185441171316737,positive,0.6652,,,Delta,,princessmarapao,,0,@JetBlue mission accomplished: gave @paulgordonbrown  a hug http://t.co/LT1pYKfvRq,,2015-02-21 09:22:38 -0800,"Virginia Beach, VA",Eastern Time (US & Canada)
8885,567772568833503233,negative,0.6778,Can't Tell,0.6778,Delta,,ShiraJudah,,0,@JetBlue @KyleJudah be responsible for replacing it,,2015-02-17 11:48:23 -0800,"Boston, MA",Greenland
3444,568435290722975745,negative,1.0,Can't Tell,0.6968,United,,nickonken,,0,"@united That doesn’t make any sense. I’ve been 1K for over 5 years, and you’re making it harder to keep me loyal.",,2015-02-19 07:41:48 -0800,"New York, NY",Pacific Time (US & Canada)
13644,569779719798951936,negative,1.0,Can't Tell,1.0,American,,JuntyH,,0,@AmericanAir Hands down the worst airline to travel with. Really really fucking bad.,,2015-02-23 00:44:05 -0800,,
6897,570048915518533634,neutral,0.6514,,,Delta,,kbosspotter,,0,@JetBlue or she ;),,2015-02-23 18:33:47 -0800,Logan International Airport,Atlantic Time (Canada)
7190,569901265163034624,neutral,1.0,,,Delta,,Balhajji,,0,@JetBlue HE is a lap infant (4 mons old),,2015-02-23 08:47:04 -0800,USA,
1337,569814010398273537,negative,1.0,Lost Luggage,0.6894,United,,MarcusLake31,,0,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS,"[39.24541389, -106.88172648]",2015-02-23 03:00:21 -0800,,Sydney
1916,569521863891804160,neutral,0.6642,,0.0,United,,CressM,,0,@united I6EP18,,2015-02-22 07:39:28 -0800,FL,
8112,568778730186928128,negative,1.0,Customer Service Issue,1.0,Delta,,stetsoninc,,0,"@JetBlue This is the error message: Paper tickets cannot be serviced on-line.
Please see a JetBlue Crewmember for assistance.",,2015-02-20 06:26:31 -0800,"New York, NY",Central Time (US & Canada)
3392,568469582295379969,negative,1.0,Can't Tell,1.0,United,,nicolasmm,,0,@united to DM you I have to follow you and I'm not doing that. Plus they're no more options. That's why I had to fly with you. #epicfail,,2015-02-19 09:58:04 -0800,,Central Time (US & Canada)
10609,569128660101427200,neutral,0.6947,,0.0,US Airways,,ErinPlocica,,0,"@USAirways we're glad to hear it. Out of curiosity, what causes such flight patterns?",,2015-02-21 05:37:01 -0800,"Nürnberg, Germany ",
13431,569865061855932416,negative,1.0,Cancelled Flight,0.6501,American,,Mj_Effects,,0,@AmericanAir this is the biggest joke of #customerservice I've ever seen from a  ✈️ brand http://t.co/XHSUUpHeZe,,2015-02-23 06:23:12 -0800,"Manhattan, NY",Eastern Time (US & Canada)
4701,569922657937956864,negative,0.6634,Customer Service Issue,0.3366,Southwest,,AayeBaby,,0,"@SouthwestAir Hello remaining credits on your account will be refunded back to your credit card, when you choose a lower price flight?",,2015-02-23 10:12:04 -0800,D(M)V,Eastern Time (US & Canada)
8859,567795026307325952,positive,1.0,,,Delta,,SOBtweets,,0,@JetBlue thanks for the upgrade😉!! so far so good. #KeepItUp http://t.co/BKmfeY7QOL,,2015-02-17 13:17:38 -0800,,
833,570058986025672704,positive,0.6702,,,United,,family6travels,,0,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,,2015-02-23 19:13:48 -0800,,
3239,568574762433138690,neutral,1.0,,,United,,tdawghill,,0,@united Bought a round trip to Chicago two days ago...today the same flight is half that! Is there any way for me to get that discount??,,2015-02-19 16:56:01 -0800,San Francisco,
14221,569651357491326976,negative,1.0,Cancelled Flight,1.0,American,,Eleonora7,,0,@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL.,,2015-02-22 16:14:01 -0800,"New York, NY ",Eastern Time (US & Canada)
13709,569739695459995648,negative,1.0,Cancelled Flight,0.6804,American,,excake,,0,@AmericanAir wasn't offered a flight out of PHL until TUESDAY so had to ask to be booked to Houston instead of Austin.,,2015-02-22 22:05:03 -0800,"Austin, TX",Central Time (US & Canada)
6825,570226143045033985,positive,0.6667,,,Delta,,JohnJJSmith,,0,@JetBlue Wish Everyone felt like you,,2015-02-24 06:18:01 -0800,"NY,NY",
7500,569563087964995584,positive,0.6667,,,Delta,,2littlebirds,,0,"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!","[38.6485933, -121.11740707]",2015-02-22 10:23:16 -0800,LA CA USA,Pacific Time (US & Canada)
13943,569688245019111425,negative,1.0,Customer Service Issue,1.0,American,,c_cgottlieb,,0,@AmericanAir pathetic service,,2015-02-22 18:40:36 -0800,"Washington, DC",Atlantic Time (Canada)
9227,570048851295383552,negative,1.0,Flight Booking Problems,1.0,US Airways,,marisa_negri,,0,@USAirways #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today,,2015-02-23 18:33:31 -0800,"Austin, TX | Atlanta, GA",Eastern Time (US & Canada)
14205,569654332246904832,negative,1.0,Customer Service Issue,1.0,American,,_BLeLLeN_,,0,@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home,,2015-02-22 16:25:51 -0800,,Quito
9457,569926843853185024,negative,1.0,Bad Flight,0.6484,US Airways,,marvinatorsb,,0,"@USAirways horrible service, wrong plane arrived, many confirmed passengers could not get on flight we paid for due to lack of seats flight",,2015-02-23 10:28:42 -0800,,
1490,569699965527666688,negative,1.0,Late Flight,1.0,United,,ChrisPinTX,,0,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.,,2015-02-22 19:27:10 -0800,,Central Time (US & Canada)
13638,569786215693742080,negative,1.0,Lost Luggage,0.6999,American,,Rom55Weber,,1,"@AmericanAir So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU, i arrived in paris and nothing,(1)",,2015-02-23 01:09:54 -0800,,Paris
943,569998289447354371,negative,1.0,Flight Attendant Complaints,0.6753,United,,jasonpblakey,,0,@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,"[40.69943599, -74.17868875]",2015-02-23 15:12:36 -0800,,London
77,569940323746516993,neutral,1.0,,,Virgin America,,TaylorLumsden,,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,,2015-02-23 11:22:16 -0800,"Dallas, Texas",Mountain Time (US & Canada)
148,569596445680115712,positive,1.0,,,Virgin America,,livingfitly,,0,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,,2015-02-22 12:35:49 -0800,"Washington, DC",Eastern Time (US & Canada)
8270,568542819788451841,neutral,1.0,,,Delta,,jebus51881,,0,"@JetBlue 1st flight of the morning, flying with a toddler. Will the plane be heated to a comfortable temp before boarding starts. #ItsCold",,2015-02-19 14:49:05 -0800,"South Park, Pa",
8886,567772565956222976,negative,1.0,Damaged Luggage,0.6954,Delta,,ShiraJudah,,0,@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should,,2015-02-17 11:48:23 -0800,"Boston, MA",Greenland
7188,569904537739382784,positive,0.6701,,0.0,Delta,,JamesMSama,,0,"@JetBlue good to know, thanks so much!",,2015-02-23 09:00:04 -0800,"Boston, MA.",Eastern Time (US & Canada)
3414,568458813189197824,negative,1.0,Customer Service Issue,1.0,United,,YeahNoPriesty,,0,@united your customer service is lacking and you owe me a @GoPro camera. I also appreciate not being interrupted every time I speak Thanks,,2015-02-19 09:15:17 -0800,"Chicago, Il",Central Time (US & Canada)
3917,567982195471736833,neutral,0.6768,,0.0,United,,SouthernYank34,,0,@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.,,2015-02-18 01:41:22 -0800,wishing i was in Vernon,
3512,568352692466278400,negative,1.0,Customer Service Issue,1.0,United,,patrick_maness,,0,@united ...she said she would need to get a supervisor. While waiting for the supervisor she hung up on me.,,2015-02-19 02:13:36 -0800,Rhode Island,Eastern Time (US & Canada)
7370,569638521817968641,neutral,1.0,,,Delta,,sicula,,0,@JetBlue Help - I left my Nikon camera under the seat in front of me. What do I do?,"[40.79874419, -73.82756667]",2015-02-22 15:23:01 -0800,"Stratford, CT",Eastern Time (US & Canada)
2024,569469326547222528,negative,0.6811,Late Flight,0.6811,United,,jlongoria21,,0,"@united since I have an international connection at 9am, I'm hoping for the same thing!",,2015-02-22 04:10:42 -0800,"Rio Grande Valley, Texas",Central Time (US & Canada)
1251,569865827274657792,negative,1.0,Can't Tell,0.6919,United,,mbelliss,,0,"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!",,2015-02-23 06:26:15 -0800,Louisville,Alaska
3704,568178946585579520,negative,1.0,Can't Tell,0.6739,United,,GeorgeMcflyOG,,0,@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline,,2015-02-18 14:43:11 -0800,NJ ,Eastern Time (US & Canada)
409,568157680696729600,negative,0.6702,Customer Service Issue,0.6702,Virgin America,,Pace6445,,0,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,"[40.63767372, -74.11075451]",2015-02-18 13:18:41 -0800,"Staten Island, NY",
1281,569854540494868481,negative,1.0,Bad Flight,1.0,United,,e_russell,,0,@united wi-fi on 737-800 (aircraft 3511) didn't work entire ORD-DCA flight this morning,,2015-02-23 05:41:24 -0800,Frequently DC/NYC/San Diego,Eastern Time (US & Canada)
4147,567805001050890240,negative,1.0,Customer Service Issue,1.0,United,,bernardfparsons,,0,@united JT the issue is with missed connections early gate closings and zero concern from customer service,,2015-02-17 13:57:16 -0800,"Ontario, Canada",Eastern Time (US & Canada)
13817,569710876682366977,negative,1.0,Can't Tell,1.0,American,,ShaneHoover,,0,"@AmericanAir today, after 6 yrs., no longer my preferred airline.",,2015-02-22 20:10:32 -0800,Chicago,
13411,569869514944466945,negative,1.0,Lost Luggage,1.0,American,,JigsawLounge,,0,"@AmericanAir I fail to see how telling a caller that a bag may take ""18 hours"" to get from JFK to Brooklyn is ""the best we can""",,2015-02-23 06:40:54 -0800,SR2,London
4170,567796570197086208,positive,0.6635,,0.0,United,,CWWMUK,,0,"@united done just now, thanks.",,2015-02-17 13:23:46 -0800,North West of England,
13138,569931787398303744,positive,1.0,,,American,,pornobobbie,,0,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair,,2015-02-23 10:48:21 -0800,"ÜT: 37.77581,-122.419796",Pacific Time (US & Canada)
12543,570116595193810945,neutral,0.6855,,0.0,American,,Steponme,,0,"@AmericanAir we then had to deplane, and change planes.","[32.91792297, -97.00367737]",2015-02-23 23:02:43 -0800,"Moore, OK & Woodway, TX",Central Time (US & Canada)
208,569248400836726786,positive,1.0,,,Virgin America,,kyle_romanoff,,0,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",,2015-02-21 13:32:49 -0800,,
2886,568847735530643457,neutral,1.0,,,United,,rkjohnson2,,0,@united Are the current on board food menus available anywhere online?,,2015-02-20 11:00:43 -0800,,
8907,567758699574226944,positive,1.0,,,Delta,,jacobhenenberg,,0,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat",,2015-02-17 10:53:17 -0800,"Melbourne, Australia",Melbourne
3585,568252787756302336,negative,1.0,Late Flight,1.0,United,,Belendelcanto,,0,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,,2015-02-18 19:36:36 -0800,Seattle,Hawaii
11842,567729658276237312,negative,1.0,Customer Service Issue,1.0,US Airways,,Jamayka,,0,@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures,,2015-02-17 08:57:53 -0800,"Austin, TX",Central Time (US & Canada)
3440,568437450927955969,positive,1.0,,,United,,eghoniem,,0,@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!,,2015-02-19 07:50:24 -0800,"Winchester, MA",Eastern Time (US & Canada)
4744,569883152493240320,negative,1.0,Customer Service Issue,1.0,Southwest,,jennybeal,,0,@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.,,2015-02-23 07:35:06 -0800,"Columbus, OH",Eastern Time (US & Canada)
8085,568801701378928641,positive,0.6566,,,Delta,,mariobonifacio,,0,@JetBlue Oh that totally looks on par with @AmericanAir's Admirals Club; any way you can slide us a couple passes? ;),,2015-02-20 07:57:48 -0800,New York,Eastern Time (US & Canada)
14258,569644902637813761,negative,1.0,Late Flight,0.7149,American,,Mwoodshop,,0,@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,,2015-02-22 15:48:22 -0800,Jerz,Eastern Time (US & Canada)
2767,568911315026063361,negative,1.0,Late Flight,1.0,United,,DreLongo,,1,@united 5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO,,2015-02-20 15:13:22 -0800,Boston,
7631,569491537610059776,negative,0.6617,Cancelled Flight,0.6617,Delta,,OverTheEdge55,,0,@JetBlue  I'm at 4:05  will be nasty in Boston. Have family driving 90 min to pick me up from Erie think flight - what if Cancelled Flighted?,,2015-02-22 05:38:57 -0800,,
12206,570263732099649537,neutral,1.0,,,American,,towbinator,,0,"@AmericanAir @dfwairport That's DFW!? OMG! Yeah cold, everywhere!",,2015-02-24 08:47:23 -0800,United States of America,Eastern Time (US & Canada)
3445,568435244841500673,neutral,1.0,,,United,,msteckling,,0,@united have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th,,2015-02-19 07:41:38 -0800,"Chicago, IL",Central Time (US & Canada)
14226,569650859371405312,negative,1.0,Late Flight,0.3503,American,,dotnetnate,,0,"@AmericanAir long wait? I literally went shopping at 3 different centers, had lunch and prepared dinner. surprise, it's winter! staff better",,2015-02-22 16:12:03 -0800,"Phoenix, AZ",Arizona
13514,569844044693577728,neutral,0.6549,,0.0,American,,bradleywilson09,,0,@AmericanAir  @SouthwestAir  — Y'all will like this one. http://t.co/hF8aJZ4ffl,,2015-02-23 04:59:42 -0800,"Wichita Falls, Texas",
8111,568779615323299840,positive,0.6667,,,Delta,,SMHillman,,2,Then you better #HoldOn - #EverythingsGonnaBeAlright @jetblue 4 our #brandloveaffair https://t.co/64kN6GEEP8 #TrueBlueLove #travel #business,,2015-02-20 06:30:02 -0800,"New York, NY",Eastern Time (US & Canada)
7502,569559833415970816,negative,1.0,Late Flight,0.3386,Delta,,Worldtravelure,,0,"@JetBlue According to your ground staff, it hasn't even been taken off the plane yet!","[40.64646912, -73.79133606]",2015-02-22 10:10:20 -0800,"New York, New York",Eastern Time (US & Canada)
6754,570299924555956227,negative,1.0,Can't Tell,1.0,Delta,,erinkphares,,0,@JetBlue 2 aisles of empty #evermoreroom seats and we can't move bc we didn't pay?! #nonsense #Waste #JetBlue #jetbluebos #cheap,,2015-02-24 11:11:12 -0800,,
8413,568403649753448448,negative,1.0,Can't Tell,0.6154,Delta,,freeportblue76,,0,@JetBlue case making jackass out me we not allowed do favor say?get right care less!me no out of vacation now true see!am!peter scott,,2015-02-19 05:36:05 -0800,,
12306,570238782202470402,positive,1.0,,,American,,ShpprMktMichael,,0,@AmericanAir great thank you,,2015-02-24 07:08:14 -0800,USA,
9292,570001064424026112,negative,0.6806,Lost Luggage,0.6806,US Airways,,MarshallSchwart,,0,"@USAirways yes, thanks but took forever",,2015-02-23 15:23:38 -0800,at the rink,
12425,570192546367975424,negative,1.0,Customer Service Issue,1.0,American,,ianbeyer,,0,@AmericanAir Your customer relations dept has one-way e-mail. How is not allowing responses helpful?,,2015-02-24 04:04:31 -0800,"Wichita, Kansas",Central Time (US & Canada)
7365,569643287918845952,negative,0.6838,Customer Service Issue,0.6838,Delta,,GinaMarie_F,,0,@JetBlue If seats aren't guaranteed why do we pay for them? when I called the rep said some other people booked our seats.,"[40.61878764, -74.01544319]",2015-02-22 15:41:57 -0800,Brooklyn =),Eastern Time (US & Canada)
11420,568128904260685824,negative,1.0,Customer Service Issue,0.6482,US Airways,,navydocdro,,0,@usairways would it kill you to let me put my tsaprecheck number on my reservation?,,2015-02-18 11:24:20 -0800,"okinawa, japan",
4847,569683748901367808,positive,0.7158,,,Southwest,,WalkerAdams1,,0,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,,2015-02-22 18:22:44 -0800,Kansas City,
9262,570018836239364096,negative,1.0,Customer Service Issue,1.0,US Airways,,BradleyPollock,,1,@USAirways what's up with flight 5545 no gate agent or plane at PHX B18?  Nice customer service.,,2015-02-23 16:34:15 -0800,,
5741,568763087689379840,negative,1.0,Customer Service Issue,0.6494,Southwest,,tracyannmanning,,0,@SouthwestAir What does this even mean?  I'm taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.,"[40.774588, -73.8708903]",2015-02-20 05:24:21 -0800,"Suwanee, GA",Pacific Time (US & Canada)
5318,569202278298755072,negative,1.0,Customer Service Issue,1.0,Southwest,,jsanner2,,0,"@SouthwestAir I love you guys, but even Comcast has a better phone help system. A simple callback system would fix most of the problem...",,2015-02-21 10:29:33 -0800,,
1981,569493640990625793,negative,1.0,Late Flight,1.0,United,,_Charette_,,0,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,,2015-02-22 05:47:19 -0800,SE AZ By Way of HV,Mountain Time (US & Canada)
2570,569036254253346818,positive,1.0,,,United,,NoviceFlyer,,0,@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,,2015-02-20 23:29:49 -0800,"Tulsa, OK",Central Time (US & Canada)
4859,569676404893163520,positive,0.6536,,,Southwest,,happygirlvicki,,0,"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI",,2015-02-22 17:53:33 -0800,"Omaha, Nebraska",Central Time (US & Canada)
9289,570003343222964224,negative,0.6559,Late Flight,0.3333,US Airways,,jennliedel,,1,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays,,2015-02-23 15:32:41 -0800,,Central Time (US & Canada)
3030,568787999036583936,negative,1.0,Customer Service Issue,0.6667,United,,dnr_pr,,0,@united I'm sure you will offer me nothing for the inconvenience you have put me through TWICE this month. Tweets don't cut it,,2015-02-20 07:03:21 -0800,NYC,Eastern Time (US & Canada)
14387,569622366768078848,negative,1.0,Customer Service Issue,0.6368,American,,TemlyLouise,,0,"@AmericanAir flight 2470 tomorrow, have no idea if we've been rescheduled and can't fix online? Have to talk to an agent yet no one answers?",,2015-02-22 14:18:49 -0800,,Quito
13289,569895498527727617,negative,1.0,Lost Luggage,0.6471,American,,TravelingProf,,0,@AmericanAir Priority baggage evidently means it comes out last,,2015-02-23 08:24:09 -0800,"Great Barrington, MA",Eastern Time (US & Canada)
6497,567815252881977344,negative,1.0,Damaged Luggage,1.0,Southwest,,DecembriaDawn,,0,@SouthwestAir thanks for taking such good care of my luggage... http://t.co/PIvxean3jY,,2015-02-17 14:38:00 -0800,"Los Angeles, New Orleans!",
13047,569951896808464384,positive,1.0,,,American,,Bobbyted,,0,@AmericanAir great job and great service in and out of SDF this weekend during the winter storm.,,2015-02-23 12:08:16 -0800,"iPhone: 41.890884,-87.631195",Central Time (US & Canada)
10685,568979232786939904,positive,1.0,,,US Airways,,iamchristine_d,,0,@USAirways Kudos to Robin at @PHXSkyHarbor Lost/Found for reuniting me w/ my iPad. She was delightful to work with!,,2015-02-20 19:43:14 -0800,"Ptown, VA",Eastern Time (US & Canada)
2667,568963398781808640,negative,1.0,Late Flight,1.0,United,,paulgomez99,,0,@united how is it that my flight #3367 can arrive early and be delayed due to no gate being available. We are now 20 min Late Flight on tarmac,,2015-02-20 18:40:19 -0800,,
9681,569720701197750272,negative,1.0,Can't Tell,1.0,US Airways,,jamokee,,0,@USAirways you are the worst.,,2015-02-22 20:49:34 -0800,"Sandy Eggo, California ",Alaska
6135,568191101087019008,negative,0.6582,Customer Service Issue,0.35100000000000003,Southwest,,travelnube,,0,@SouthwestAir Please update your website,,2015-02-18 15:31:29 -0800,"Chicago, IL ",Central Time (US & Canada)
3452,568432782386466816,negative,1.0,Customer Service Issue,1.0,United,,chaduragt,,0,"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?",,2015-02-19 07:31:50 -0800,,
14614,569591540944756737,negative,1.0,Customer Service Issue,1.0,American,,GregPoos,,0,"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",,2015-02-22 12:16:20 -0800,,
2857,568860389640962048,positive,1.0,,,United,,vnpeace,,0,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,,2015-02-20 11:51:00 -0800,,
6919,570021223482191873,neutral,1.0,,,Delta,,babasnooker,,0,"@JetBlue When chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?",,2015-02-23 16:43:44 -0800,,
10333,569365604832047104,negative,1.0,Late Flight,0.6542,US Airways,,PhilHagen,,0,@USAirways just hit 4hrs.  what is typical wait time right now? should i drive 2h30m to the airport service desk?,,2015-02-21 21:18:33 -0800,"Lewes, DE, USA",Eastern Time (US & Canada)
14496,569606513859305473,negative,1.0,Customer Service Issue,1.0,American,,EricStride,,0,@americanair Seattle check-in. 1 desk servicing full service line. 2 desks servicing priority. Full srvc wait 30+ minutes. Customer svc fail,,2015-02-22 13:15:50 -0800,,
6638,567749848074813442,neutral,0.6513,,,Southwest,,JosephGruber,,0,@SouthwestAir Already rebooked for tomorrow. Fingers crossed!,,2015-02-17 10:18:06 -0800,"Arlington, VA",Eastern Time (US & Canada)
13151,569927644575182849,positive,0.6795,,,American,,DL_Dub,,0,@AmericanAir thanks.....,,2015-02-23 10:31:53 -0800,'Merica,
12607,570088600949411840,negative,0.6945,Can't Tell,0.363,American,,Lauren_Nann,,0,@AmericanAir #2298. Everyone else  was outstanding.,"[40.77382001, -73.87315003]",2015-02-23 21:11:28 -0800,"Harrison, New York",Eastern Time (US & Canada)
13731,569732365968404480,negative,1.0,Late Flight,1.0,American,,chillbagel,,0,@AmericanAir sounding like they just got bitch-slapped by @juliasinton948,,2015-02-22 21:35:55 -0800,piffaca,Eastern Time (US & Canada)
